-0.17885,-0.24958,-0.089717,-0.244,0.081702,0.034787,0.16103,0.15563,-0.097664,-0.14828,0.051741,0.297,0.3135,0.099401,-0.28428,-0.25063,0.37601,1,0.42639,0.19179,-0.050878,-0.30833,0.09088,0.33299,0.18438,0.073531,-0.037988,-0.43697,-0.15671
-0.12406,-0.097173,-0.20498,-0.37565,0.044976,0.28269,0.29644,0.26184,-0.012141,-0.1101,-0.013104,0.21629,0.22733,0.17938,0.012693,-0.32508,-0.18619,0.42639,1,0.51759,-0.16826,-0.32995,-0.0784,0.14406,0.31459,0.21176,-0.16287,-0.35364,0.0014282
0.012924,-0.24503,0.018675,-0.36856,0.018276,0.10056,0.19423,0.23684,-0.17549,-0.042168,0.11424,0.19346,0.30446,0.3944,0.18264,-0.38719,-0.25617,0.19179,0.51759,1,0.27405,-0.32207,-0.20208,0.14069,0.50731,0.42055,-0.022441,-0.51699,-0.37496
-0.24385,-0.18023,-0.045198,0.0026357,-0.069363,-0.21124,-0.021226,0.15533,0.049775,0.18418,0.23965,0.11295,0.14659,0.19617,0.092875,-0.16008,-0.12723,-0.050878,-0.16826,0.27405,1,0.13929,-0.046906,0.083788,0.026703,0.12933,0.1968,-0.32003,-0.061908
-0.14385,0.11978,-0.0024126,0.0068982,-0.27706,-0.24506,-0.21886,0.12925,0.52219,0.4884,0.26714,0.026838,-0.18292,-0.18951,-0.0091791,-0.040423,-0.039387,-0.30833,-0.32995,-0.32207,0.13929,1,0.20307,-0.20485,-0.33844,-0.13067,0.16554,0.063724,0.21577
-0.1204,-0.17938,-0.091648,-0.15574,-0.16596,-0.070154,0.008822,0.1102,0.12895,0.21836,0.17351,0.13961,0.094406,0.14333,0.086138,-0.0049006,-0.05759,0.09088,-0.0784,-0.20208,-0.046906,0.20307,1,0.10523,-0.040867,-0.027837,-0.063255,-0.25527,0.026375
-0.34133,-0.27948,-0.32548,-0.27117,-0.099545,0.11119,0.36998,0.20365,-0.023552,0.017669,0.31467,0.21203,0.1436,0.13443,0.0023583,-0.071798,0.043063,0.33299,0.14406,0.14069,0.083788,-0.20485,0.10523,1,0.28328,-0.072004,-0.14658,-0.412,0.11147
-0.28871,-0.30863,-0.35327,-0.39968,0.14596,0.33439,0.2202,0.081568,-0.15953,-0.17714,0.076086,0.41969,0.41005,0.32486,0.21645,-0.0012016,-0.10337,0.18438,0.31459,0.50731,0.026703,-0.33844,-0.040867,0.28328,1,0.45966,-0.25304,-0.59508,-0.049609
-0.092576,-0.2207,-0.14339,-0.31809,0.093617,0.18892,0.10631,0.12034,-0.042715,-0.02772,0.034154,0.2039,0.38411,0.31705,0.15099,-0.15518,-0.08557,0.073531,0.21176,0.42055,0.12933,-0.13067,-0.027837,-0.072004,0.45966,1,-0.094241,-0.47425,-0.2431
-0.055178,0.10592,0.1558,-0.062096,-0.35337,-0.25787,0.13277,0.33053,0.19498,0.23059,0.10817,0.15329,0.015362,0.23087,0.058359,-0.30867,-0.092239,-0.037988,-0.16287,-0.022441,0.1968,0.16554,-0.063255,-0.14658,-0.25304,-0.094241,1,-0.067947,-0.057734
0.5768,0.47459,0.47012,0.61266,0.18249,-0.2096,-0.40714,-0.44964,-0.071443,-0.1035,-0.23243,-0.46835,-0.55228,-0.63113,-0.37923,0.13663,-0.025999,-0.43697,-0.35364,-0.51699,-0.32003,0.063724,-0.25527,-0.412,-0.59508,-0.47425,-0.067947,1,1.5855e-18
-0.63165,0.03966,-0.69361,0.10408,-0.13292,0.24124,0.27789,0.14642,0.43236,0.27787,0.16902,-0.030962,-0.1357,-0.14205,0.016119,0.27215,0.040242,-0.15671,0.0014282,-0.37496,-0.061908,0.21577,0.026375,0.11147,-0.049609,-0.2431,-0.057734,1.5855e-18,1
